date,open,high,low,close,volume
2024-03-07 09:58:00,47864.2,47877.95,47857.9,47867.2,0
2024-03-07 09:59:00,47866.75,47870.75,47856.25,47868.75,0
2024-03-07 10:00:00,47872.0,47897.55,47866.7,47880.65,0
2024-03-07 10:01:00,47881.25,47882.15,47854.2,47865.05,0
2024-03-07 10:02:00,47862.3,47864.55,47856.9,47864.1,0
2024-03-07 10:03:00,47864.95,47882.3,47862.4,47878.3,0
2024-03-07 10:04:00,47877.8,47918.2,47877.8,47914.5,0
2024-03-07 10:05:00,47914.1,47938.55,47914.1,47937.95,0
2024-03-07 10:06:00,47935.8,47938.3,47920.2,47925.6,0
2024-03-07 10:07:00,47924.7,47925.3,47908.45,47916.6,0
2024-03-07 10:08:00,47916.15,47918.0,47899.0,47901.15,0
2024-03-07 10:09:00,47901.7,47925.65,47900.15,47915.5,0
2024-03-07 10:10:00,47913.2,47927.85,47911.95,47925.45,0
2024-03-07 10:11:00,47926.2,47945.35,47925.4,47942.45,0
2024-03-07 10:12:00,47941.9,47949.55,47931.65,47947.25,0
2024-03-07 10:13:00,47946.3,47960.0,47940.0,47958.9,0
2024-03-07 10:14:00,47951.5,47963.65,47943.2,47944.8,0
2024-03-07 10:15:00,47946.6,47946.6,47931.05,47942.05,0
2024-03-07 10:16:00,47940.4,47959.1,47940.4,47954.85,0
2024-03-07 10:17:00,47957.15,47970.95,47949.6,47951.25,0
2024-03-07 10:18:00,47951.65,47970.8,47947.55,47970.8,0
2024-03-07 10:19:00,47966.9,47984.95,47961.9,47983.0,0
2024-03-07 10:20:00,47984.3,47986.0,47977.6,47981.35,0
2024-03-07 10:21:00,47978.9,47982.55,47941.9,47950.25,0
2024-03-07 10:22:00,47948.2,47955.55,47930.9,47942.3,0
2024-03-07 10:23:00,47941.55,47957.0,47940.9,47952.6,0
2024-03-07 10:24:00,47952.15,47978.0,47951.8,47962.05,0
2024-03-07 10:25:00,47960.05,47962.5,47935.05,47935.5,0
2024-03-07 10:26:00,47939.95,47967.15,47939.95,47965.1,0
2024-03-07 10:27:00,47963.25,47980.0,47958.95,47962.8,0
2024-03-07 10:28:00,47962.55,47982.55,47961.9,47961.9,0
2024-03-07 10:29:00,47962.0,47970.9,47938.05,47968.2,0
2024-03-07 10:30:00,47967.7,47975.3,47963.2,47969.3,0
2024-03-07 10:31:00,47969.7,47973.9,47962.65,47972.15,0
2024-03-07 10:32:00,47969.9,47973.6,47964.35,47972.2,0
2024-03-07 10:33:00,47978.6,47979.2,47955.25,47956.15,0
2024-03-07 10:34:00,47955.85,47962.05,47933.6,47935.25,0
2024-03-07 10:35:00,47938.65,47941.7,47927.1,47935.0,0
2024-03-07 10:36:00,47932.5,47947.5,47928.95,47938.6,0
2024-03-07 10:37:00,47939.05,47941.0,47924.8,47927.5,0
2024-03-07 10:38:00,47929.7,47938.65,47928.35,47933.05,0
2024-03-07 10:39:00,47933.15,47963.25,47932.95,47963.25,0
2024-03-07 10:40:00,47960.2,47962.55,47943.5,47947.35,0
2024-03-07 10:41:00,47949.95,47949.95,47929.1,47932.2,0
2024-03-07 10:42:00,47932.35,47932.35,47908.95,47916.65,0
2024-03-07 10:43:00,47916.55,47918.65,47896.9,47900.7,0
2024-03-07 10:44:00,47899.95,47900.7,47818.55,47832.8,0
2024-03-07 10:45:00,47823.7,47824.9,47767.85,47808.75,0
2024-03-07 10:46:00,47792.35,47800.6,47763.75,47800.6,0
2024-03-07 10:47:00,47802.55,47814.7,47777.1,47811.75,0
2024-03-07 10:48:00,47810.55,47810.55,47747.2,47767.4,0
2024-03-07 10:49:00,47770.05,47789.55,47758.9,47782.7,0
2024-03-07 10:50:00,47777.9,47797.55,47769.9,47788.95,0
2024-03-07 10:51:00,47789.35,47808.5,47780.3,47807.4,0
2024-03-07 10:52:00,47808.35,47808.35,47786.3,47793.3,0
2024-03-07 10:53:00,47796.9,47810.95,47792.95,47795.4,0
2024-03-07 10:54:00,47796.1,47806.25,47791.25,47799.75,0
2024-03-07 10:55:00,47800.9,47800.9,47791.05,47796.5,0
2024-03-07 10:56:00,47796.45,47806.0,47793.8,47799.05,0
2024-03-07 10:57:00,47798.35,47810.05,47778.0,47802.75,0
2024-03-07 10:58:00,47796.15,47808.1,47786.4,47799.3,0
2024-03-07 10:59:00,47794.35,47810.7,47793.3,47798.55,0
2024-03-07 11:00:00,47797.95,47797.95,47764.15,47787.25,0
2024-03-07 11:01:00,47780.55,47810.45,47780.55,47810.45,0
2024-03-07 11:02:00,47812.2,47841.4,47805.95,47841.4,0
2024-03-07 11:03:00,47842.2,47894.2,47839.0,47881.1,0
2024-03-07 11:04:00,47884.25,47933.05,47884.25,47897.65,0
2024-03-07 11:05:00,47900.7,47902.2,47883.8,47886.5,0
2024-03-07 11:06:00,47887.15,47887.35,47874.75,47886.75,0
2024-03-07 11:07:00,47885.45,47896.9,47882.75,47892.85,0
2024-03-07 11:08:00,47890.75,47901.15,47890.5,47895.2,0
2024-03-07 11:09:00,47886.55,47890.8,47880.5,47890.55,0
2024-03-07 11:10:00,47889.85,47892.7,47874.55,47892.7,0
2024-03-07 11:11:00,47890.6,47897.6,47877.3,47884.6,0
2024-03-07 11:12:00,47880.7,47885.65,47873.55,47877.15,0
2024-03-07 11:13:00,47874.2,47879.75,47871.5,47878.45,0
2024-03-07 11:14:00,47878.95,47881.8,47874.0,47878.3,0
2024-03-07 11:15:00,47876.55,47876.7,47865.1,47876.15,0
2024-03-07 11:16:00,47875.9,47879.6,47869.75,47878.2,0
2024-03-07 11:17:00,47879.65,47891.2,47876.1,47886.0,0
2024-03-07 11:18:00,47884.45,47887.45,47880.35,47882.15,0
2024-03-07 11:19:00,47884.0,47887.4,47879.85,47884.55,0
2024-03-07 11:20:00,47884.25,47888.4,47876.8,47883.0,0
2024-03-07 11:21:00,47882.45,47883.4,47875.55,47882.85,0
2024-03-07 11:22:00,47881.35,47883.3,47877.9,47878.85,0
2024-03-07 11:23:00,47880.7,47904.05,47880.7,47900.75,0
2024-03-07 11:24:00,47903.0,47903.0,47879.6,47879.6,0
2024-03-07 11:25:00,47881.2,47886.35,47871.7,47884.25,0
2024-03-07 11:26:00,47883.9,47896.95,47883.35,47891.95,0
2024-03-07 11:27:00,47892.0,47892.0,47870.05,47884.25,0
2024-03-07 11:28:00,47874.45,47883.15,47865.45,47876.05,0
2024-03-07 11:29:00,47876.15,47876.15,47862.5,47870.8,0
2024-03-07 11:30:00,47871.15,47871.25,47859.6,47864.6,0
2024-03-07 11:31:00,47865.25,47882.5,47864.95,47871.5,0
2024-03-07 11:32:00,47867.8,47895.7,47866.05,47892.9,0
2024-03-07 11:33:00,47896.8,47898.35,47883.35,47889.9,0
2024-03-07 11:34:00,47890.9,47909.9,47886.1,47897.4,0
2024-03-07 11:35:00,47895.2,47896.55,47886.4,47893.25,0
2024-03-07 11:36:00,47893.15,47894.1,47880.55,47891.35,0
2024-03-07 11:37:00,47892.55,47900.55,47889.0,47900.55,0
2024-03-07 11:38:00,47901.05,47907.6,47899.95,47907.6,0
2024-03-07 11:39:00,47905.25,47907.95,47899.05,47902.2,0
2024-03-07 11:40:00,47902.4,47902.4,47886.35,47891.35,0
2024-03-07 11:41:00,47892.9,47895.15,47834.25,47855.0,0
2024-03-07 11:42:00,47854.55,47878.7,47853.5,47877.75,0
2024-03-07 11:43:00,47878.1,47878.6,47866.3,47874.75,0
2024-03-07 11:44:00,47874.3,47881.6,47865.05,47868.1,0
2024-03-07 11:45:00,47869.65,47872.15,47859.15,47867.4,0
2024-03-07 11:46:00,47868.8,47875.2,47858.85,47864.2,0
2024-03-07 11:47:00,47864.05,47864.05,47854.2,47857.2,0
2024-03-07 11:48:00,47856.1,47861.75,47847.45,47853.85,0
2024-03-07 11:49:00,47852.2,47857.6,47837.5,47838.7,0
2024-03-07 11:50:00,47838.75,47849.7,47837.1,47843.2,0
2024-03-07 11:51:00,47843.05,47855.95,47839.45,47852.55,0
2024-03-07 11:52:00,47852.9,47861.8,47852.25,47856.55,0
2024-03-07 11:53:00,47858.5,47878.4,47851.75,47868.05,0
2024-03-07 11:54:00,47869.1,47880.45,47864.95,47877.25,0
2024-03-07 11:55:00,47876.9,47880.95,47872.3,47874.3,0
2024-03-07 11:56:00,47874.1,47880.65,47867.15,47876.0,0
2024-03-07 11:57:00,47880.05,47880.65,47862.0,47864.4,0
2024-03-07 11:58:00,47865.4,47876.7,47860.8,47874.6,0
2024-03-07 11:59:00,47873.4,47884.65,47867.25,47867.25,0
2024-03-07 12:00:00,47871.1,47874.7,47853.75,47860.15,0
2024-03-07 12:01:00,47860.05,47865.0,47855.45,47863.55,0
2024-03-07 12:02:00,47862.3,47867.35,47850.4,47858.45,0
2024-03-07 12:03:00,47858.1,47874.15,47854.05,47868.45,0
2024-03-07 12:04:00,47868.05,47880.25,47853.5,47861.9,0
2024-03-07 12:05:00,47862.0,47862.2,47839.5,47848.2,0
2024-03-07 12:06:00,47846.5,47854.9,47835.95,47854.35,0
2024-03-07 12:07:00,47854.95,47869.9,47850.5,47852.75,0
2024-03-07 12:08:00,47852.5,47861.6,47841.55,47861.3,0
2024-03-07 12:09:00,47858.95,47860.4,47845.55,47852.45,0
2024-03-07 12:10:00,47849.7,47855.55,47827.1,47852.2,0
2024-03-07 12:11:00,47849.4,47853.5,47837.6,47846.9,0
2024-03-07 12:12:00,47843.6,47857.0,47837.75,47854.5,0
2024-03-07 12:13:00,47852.35,47852.35,47816.25,47820.2,0
2024-03-07 12:14:00,47825.9,47838.55,47815.85,47836.0,0
2024-03-07 12:15:00,47837.45,47837.45,47811.6,47823.4,0
2024-03-07 12:16:00,47824.25,47839.4,47819.05,47828.85,0
2024-03-07 12:17:00,47829.15,47832.05,47818.25,47827.6,0
2024-03-07 12:18:00,47829.0,47831.9,47812.2,47825.35,0
2024-03-07 12:19:00,47824.05,47824.05,47811.75,47823.6,0
2024-03-07 12:20:00,47824.2,47840.8,47821.65,47834.7,0
2024-03-07 12:21:00,47837.0,47841.6,47828.4,47835.25,0
2024-03-07 12:22:00,47834.7,47842.35,47829.05,47841.2,0
2024-03-07 12:23:00,47842.1,47843.75,47819.05,47825.25,0
2024-03-07 12:24:00,47824.2,47824.2,47794.9,47807.65,0
2024-03-07 12:25:00,47805.95,47819.4,47797.75,47811.7,0
2024-03-07 12:26:00,47812.0,47817.3,47777.25,47808.65,0
2024-03-07 12:27:00,47810.0,47813.05,47802.65,47812.0,0
2024-03-07 12:28:00,47811.45,47816.4,47803.15,47807.55,0
2024-03-07 12:29:00,47803.9,47809.65,47791.0,47794.4,0
2024-03-07 12:30:00,47792.35,47806.25,47783.45,47797.5,0
2024-03-07 12:31:00,47792.05,47804.35,47792.05,47798.5,0
2024-03-07 12:32:00,47801.55,47806.55,47786.75,47797.95,0
2024-03-07 12:33:00,47798.1,47807.9,47789.4,47804.6,0
2024-03-07 12:34:00,47804.5,47809.75,47795.8,47809.75,0
2024-03-07 12:35:00,47807.0,47817.9,47801.25,47813.45,0
2024-03-07 12:36:00,47815.65,47838.65,47803.85,47837.35,0
2024-03-07 12:37:00,47837.6,47859.45,47834.45,47858.9,0
2024-03-07 12:38:00,47857.55,47860.7,47839.0,47855.75,0
2024-03-07 12:39:00,47856.45,47856.45,47837.25,47840.5,0
2024-03-07 12:40:00,47839.7,47846.9,47833.05,47838.5,0
2024-03-07 12:41:00,47840.6,47847.75,47829.2,47841.05,0
2024-03-07 12:42:00,47838.0,47844.8,47830.05,47835.15,0
2024-03-07 12:43:00,47838.2,47842.6,47824.05,47832.75,0
2024-03-07 12:44:00,47827.6,47834.1,47821.85,47831.65,0
2024-03-07 12:45:00,47830.35,47830.8,47803.1,47804.6,0
2024-03-07 12:46:00,47807.5,47815.25,47798.5,47810.0,0
2024-03-07 12:47:00,47808.7,47815.05,47795.1,47795.1,0
2024-03-07 12:48:00,47799.75,47809.15,47791.35,47802.25,0
2024-03-07 12:49:00,47798.8,47811.65,47795.45,47810.85,0
2024-03-07 12:50:00,47814.75,47817.65,47807.5,47808.85,0
2024-03-07 12:51:00,47810.95,47826.35,47805.6,47821.75,0
2024-03-07 12:52:00,47821.7,47823.7,47813.05,47821.4,0
2024-03-07 12:53:00,47820.8,47820.8,47806.3,47806.3,0
2024-03-07 12:54:00,47808.15,47809.2,47796.95,47805.85,0
2024-03-07 12:55:00,47804.0,47813.3,47800.45,47808.1,0
2024-03-07 12:56:00,47809.65,47811.35,47798.3,47808.9,0
2024-03-07 12:57:00,47810.05,47812.35,47798.95,47808.75,0
2024-03-07 12:58:00,47806.95,47813.6,47801.55,47809.1,0
2024-03-07 12:59:00,47805.3,47811.35,47797.15,47805.4,0
2024-03-07 13:00:00,47802.9,47807.5,47792.1,47797.25,0
2024-03-07 13:01:00,47796.85,47815.05,47796.85,47805.9,0
2024-03-07 13:02:00,47803.3,47819.9,47803.3,47813.35,0
2024-03-07 13:03:00,47812.95,47841.85,47803.1,47841.25,0
2024-03-07 13:04:00,47837.1,47845.55,47824.8,47840.6,0
2024-03-07 13:05:00,47841.25,47852.55,47828.4,47833.45,0
2024-03-07 13:06:00,47831.35,47852.6,47811.65,47852.6,0
2024-03-07 13:07:00,47850.55,47854.75,47842.6,47847.35,0
2024-03-07 13:08:00,47846.35,47859.65,47838.5,47852.35,0
2024-03-07 13:09:00,47852.45,47861.45,47840.2,47845.5,0
2024-03-07 13:10:00,47840.95,47857.45,47837.5,47848.85,0
2024-03-07 13:11:00,47847.4,47849.25,47832.1,47836.85,0
2024-03-07 13:12:00,47835.85,47851.85,47833.7,47842.7,0
2024-03-07 13:13:00,47843.65,47860.55,47835.2,47860.55,0
2024-03-07 13:14:00,47855.65,47861.6,47848.5,47854.6,0
2024-03-07 13:15:00,47846.4,47874.8,47846.4,47871.15,0
2024-03-07 13:16:00,47871.85,47873.9,47859.0,47864.95,0
2024-03-07 13:17:00,47864.15,47866.85,47842.4,47849.7,0
2024-03-07 13:18:00,47850.05,47852.05,47836.25,47843.6,0
2024-03-07 13:19:00,47842.55,47849.35,47837.65,47843.8,0
2024-03-07 13:20:00,47838.8,47848.55,47830.9,47840.15,0
2024-03-07 13:21:00,47840.9,47855.75,47838.1,47847.3,0
2024-03-07 13:22:00,47847.65,47856.45,47844.2,47853.4,0
2024-03-07 13:23:00,47854.4,47856.05,47841.6,47844.15,0
2024-03-07 13:24:00,47842.4,47854.3,47827.8,47831.0,0
2024-03-07 13:25:00,47826.05,47834.05,47815.35,47820.5,0
2024-03-07 13:26:00,47817.1,47827.45,47810.95,47814.5,0
2024-03-07 13:27:00,47813.3,47829.6,47813.3,47822.15,0
2024-03-07 13:28:00,47817.45,47824.55,47811.3,47817.1,0
2024-03-07 13:29:00,47817.55,47833.9,47817.55,47832.8,0
2024-03-07 13:30:00,47834.7,47839.95,47827.4,47838.65,0
2024-03-07 13:31:00,47837.3,47850.15,47832.7,47849.6,0
2024-03-07 13:32:00,47848.0,47853.55,47843.05,47849.25,0
2024-03-07 13:33:00,47849.65,47869.35,47844.5,47864.4,0
2024-03-07 13:34:00,47863.9,47867.7,47845.9,47849.9,0
2024-03-07 13:35:00,47847.2,47883.6,47847.2,47870.0,0
2024-03-07 13:36:00,47867.85,47868.65,47840.9,47840.9,0
2024-03-07 13:37:00,47839.4,47850.4,47835.3,47850.4,0
2024-03-07 13:38:00,47846.3,47865.3,47839.15,47839.15,0
2024-03-07 13:39:00,47840.95,47855.85,47836.55,47843.6,0
2024-03-07 13:40:00,47845.1,47854.9,47842.9,47845.75,0
2024-03-07 13:41:00,47847.2,47849.3,47832.6,47838.7,0
2024-03-07 13:42:00,47838.9,47843.5,47831.95,47837.5,0
2024-03-07 13:43:00,47837.25,47849.35,47835.55,47847.75,0
2024-03-07 13:44:00,47848.45,47858.1,47844.3,47854.45,0
2024-03-07 13:45:00,47856.6,47865.9,47848.25,47858.2,0
2024-03-07 13:46:00,47857.0,47876.25,47850.5,47871.9,0
2024-03-07 13:47:00,47874.95,47886.35,47869.55,47881.95,0
2024-03-07 13:48:00,47879.65,47881.1,47867.65,47869.5,0
2024-03-07 13:49:00,47870.05,47876.3,47864.55,47866.4,0
2024-03-07 13:50:00,47866.25,47877.2,47863.35,47873.5,0
2024-03-07 13:51:00,47868.7,47872.05,47857.55,47865.45,0
2024-03-07 13:52:00,47866.5,47878.35,47861.65,47874.75,0
2024-03-07 13:53:00,47875.75,47889.3,47870.65,47872.05,0
2024-03-07 13:54:00,47872.85,47884.15,47870.05,47881.7,0
2024-03-07 13:55:00,47882.7,47895.55,47881.1,47895.55,0
2024-03-07 13:56:00,47900.6,47901.5,47884.05,47889.85,0
2024-03-07 13:57:00,47898.5,47898.65,47882.3,47882.3,0
2024-03-07 13:58:00,47890.6,47895.75,47872.45,47875.75,0
2024-03-07 13:59:00,47878.4,47893.3,47878.1,47883.5,0
2024-03-07 14:00:00,47890.55,47894.4,47882.75,47885.6,0
2024-03-07 14:01:00,47886.55,47888.9,47878.05,47878.1,0
2024-03-07 14:02:00,47880.3,47881.65,47850.05,47850.05,0
2024-03-07 14:03:00,47850.9,47869.7,47830.4,47862.65,0
2024-03-07 14:04:00,47860.4,47887.3,47855.35,47875.3,0
2024-03-07 14:05:00,47882.25,47887.05,47868.45,47873.95,0
2024-03-07 14:06:00,47874.8,47876.3,47865.75,47866.6,0
2024-03-07 14:07:00,47867.35,47876.05,47860.1,47860.55,0
2024-03-07 14:08:00,47863.6,47865.8,47854.6,47854.6,0
2024-03-07 14:09:00,47855.65,47858.8,47847.6,47848.35,0
2024-03-07 14:10:00,47853.55,47864.35,47848.15,47855.75,0
2024-03-07 14:11:00,47862.2,47868.9,47855.15,47867.65,0
2024-03-07 14:12:00,47870.45,47870.45,47853.7,47857.05,0
2024-03-07 14:13:00,47857.1,47869.95,47852.75,47854.35,0
2024-03-07 14:14:00,47859.05,47860.45,47845.7,47852.65,0
2024-03-07 14:15:00,47844.55,47857.3,47842.4,47855.75,0
2024-03-07 14:16:00,47856.15,47873.65,47855.15,47863.7,0
2024-03-07 14:17:00,47870.15,47871.45,47861.15,47870.75,0
2024-03-07 14:18:00,47869.0,47869.55,47855.4,47856.35,0
2024-03-07 14:19:00,47855.25,47876.2,47851.75,47872.45,0
2024-03-07 14:20:00,47872.95,47874.8,47841.5,47850.9,0
2024-03-07 14:21:00,47850.85,47865.6,47843.65,47864.35,0
2024-03-07 14:22:00,47866.7,47872.85,47854.65,47869.65,0
2024-03-07 14:23:00,47870.85,47882.9,47866.3,47878.75,0
2024-03-07 14:24:00,47876.95,47893.35,47875.65,47892.05,0
2024-03-07 14:25:00,47892.25,47904.5,47889.7,47904.5,0
2024-03-07 14:26:00,47905.05,47911.15,47897.6,47910.05,0
2024-03-07 14:27:00,47911.0,47911.0,47896.95,47898.8,0
2024-03-07 14:28:00,47901.35,47920.3,47897.95,47917.9,0
2024-03-07 14:29:00,47918.8,47939.8,47917.75,47931.65,0
2024-03-07 14:30:00,47935.65,47972.1,47931.15,47957.95,0
2024-03-07 14:31:00,47958.05,47975.6,47951.65,47970.7,0
2024-03-07 14:32:00,47966.7,47974.3,47942.65,47949.45,0
2024-03-07 14:33:00,47949.65,47965.95,47948.15,47962.8,0
2024-03-07 14:34:00,47961.3,47963.1,47925.1,47928.85,0
2024-03-07 14:35:00,47929.5,47934.5,47923.85,47924.7,0
2024-03-07 14:36:00,47924.95,47929.1,47909.4,47915.05,0
2024-03-07 14:37:00,47913.3,47925.05,47912.6,47922.2,0
2024-03-07 14:38:00,47925.2,47930.2,47917.9,47926.6,0
2024-03-07 14:39:00,47925.1,47942.05,47919.0,47928.5,0
2024-03-07 14:40:00,47928.75,47933.55,47918.3,47920.55,0
2024-03-07 14:41:00,47920.6,47920.75,47889.5,47908.45,0
2024-03-07 14:42:00,47903.5,47911.4,47888.8,47893.45,0
2024-03-07 14:43:00,47889.7,47901.6,47886.1,47893.25,0
2024-03-07 14:44:00,47895.05,47896.05,47873.95,47887.3,0
2024-03-07 14:45:00,47880.75,47897.2,47868.95,47896.45,0
2024-03-07 14:46:00,47897.25,47906.95,47894.4,47901.9,0
2024-03-07 14:47:00,47899.2,47903.9,47887.8,47893.05,0
2024-03-07 14:48:00,47893.6,47902.65,47889.35,47897.5,0
2024-03-07 14:49:00,47897.05,47903.25,47885.2,47892.2,0
2024-03-07 14:50:00,47894.4,47903.2,47889.45,47900.95,0
2024-03-07 14:51:00,47903.25,47903.7,47885.95,47890.35,0
2024-03-07 14:52:00,47893.25,47893.25,47880.25,47883.35,0
2024-03-07 14:53:00,47883.95,47886.75,47849.6,47868.4,0
2024-03-07 14:54:00,47862.95,47880.6,47855.55,47864.25,0
2024-03-07 14:55:00,47856.9,47870.2,47855.85,47869.85,0
2024-03-07 14:56:00,47868.85,47885.3,47865.9,47883.5,0
2024-03-07 14:57:00,47879.35,47884.2,47861.7,47865.55,0
2024-03-07 14:58:00,47863.95,47875.05,47854.7,47872.75,0
2024-03-07 14:59:00,47871.5,47885.3,47867.95,47885.3,0
2024-03-07 15:00:00,47884.0,47894.75,47879.2,47894.75,0
2024-03-07 15:01:00,47894.3,47923.45,47881.15,47882.3,0
2024-03-07 15:02:00,47881.7,47887.5,47803.95,47818.2,0
2024-03-07 15:03:00,47816.2,47894.8,47806.6,47891.65,0
2024-03-07 15:04:00,47892.75,47899.05,47873.65,47899.05,0
2024-03-07 15:05:00,47897.15,47899.1,47835.75,47835.75,0
2024-03-07 15:06:00,47839.45,47865.9,47823.4,47861.25,0
2024-03-07 15:07:00,47859.45,47867.65,47837.8,47839.85,0
2024-03-07 15:08:00,47839.65,47873.2,47829.8,47871.4,0
2024-03-07 15:09:00,47872.1,47881.85,47855.0,47860.3,0
2024-03-07 15:10:00,47858.1,47861.55,47850.7,47858.15,0
2024-03-07 15:11:00,47855.8,47867.45,47849.45,47867.1,0
2024-03-07 15:12:00,47867.9,47875.7,47827.55,47832.4,0
2024-03-07 15:13:00,47829.55,47839.2,47815.75,47836.1,0
2024-03-07 15:14:00,47838.9,47871.1,47838.9,47857.0,0
2024-03-07 15:15:00,47857.3,47858.95,47833.4,47854.2,0
2024-03-07 15:16:00,47854.9,47855.4,47838.05,47839.1,0
2024-03-07 15:17:00,47837.4,47850.2,47834.05,47843.95,0
2024-03-07 15:18:00,47845.35,47845.35,47822.05,47832.65,0
2024-03-07 15:19:00,47835.0,47835.0,47805.5,47807.2,0
2024-03-07 15:20:00,47806.8,47809.35,47759.25,47772.9,0
2024-03-07 15:21:00,47777.25,47841.05,47774.7,47824.65,0
2024-03-07 15:22:00,47825.65,47825.65,47805.0,47806.9,0
2024-03-07 15:23:00,47810.95,47816.75,47805.35,47811.35,0
2024-03-07 15:24:00,47813.7,47818.05,47803.95,47814.3,0
2024-03-07 15:25:00,47815.65,47815.65,47788.8,47802.45,0
2024-03-07 15:26:00,47805.65,47805.65,47790.45,47795.8,0
2024-03-07 15:27:00,47797.1,47802.95,47782.0,47800.35,0
2024-03-07 15:28:00,47802.7,47806.05,47783.75,47785.7,0
2024-03-07 15:29:00,47791.5,47794.55,47774.25,47788.0,0
2024-03-11 09:15:00,47792.2,47853.8,47666.55,47728.7,0
2024-03-11 09:16:00,47724.9,47769.1,47711.0,47751.8,0
2024-03-11 09:17:00,47760.45,47784.05,47745.35,47781.7,0
2024-03-11 09:18:00,47782.15,47782.15,47736.75,47737.25,0
2024-03-11 09:19:00,47736.85,47757.65,47718.95,47744.7,0
2024-03-11 09:20:00,47744.05,47762.3,47732.45,47743.6,0
2024-03-11 09:21:00,47745.05,47752.8,47709.0,47721.0,0
2024-03-11 09:22:00,47725.45,47746.45,47713.1,47744.0,0
2024-03-11 09:23:00,47743.15,47750.55,47721.8,47724.15,0
2024-03-11 09:24:00,47728.95,47732.6,47696.0,47696.0,0
2024-03-11 09:25:00,47697.4,47718.0,47693.05,47697.95,0
2024-03-11 09:26:00,47700.1,47734.4,47694.2,47723.5,0
2024-03-11 09:27:00,47722.25,47735.75,47715.45,47723.85,0
2024-03-11 09:28:00,47725.8,47725.8,47702.25,47715.45,0
2024-03-11 09:29:00,47713.5,47725.75,47708.55,47716.15,0
2024-03-11 09:30:00,47716.3,47738.95,47705.2,47736.75,0
2024-03-11 09:31:00,47737.5,47755.1,47725.6,47749.2,0
2024-03-11 09:32:00,47751.5,47755.65,47734.85,47734.85,0
2024-03-11 09:33:00,47733.0,47735.95,47690.85,47694.75,0
2024-03-11 09:34:00,47696.1,47713.3,47688.25,47696.4,0
2024-03-11 09:35:00,47703.85,47703.85,47689.15,47694.55,0
2024-03-11 09:36:00,47696.8,47702.15,47686.65,47690.7,0
2024-03-11 09:37:00,47691.15,47691.15,47669.85,47683.75,0
2024-03-11 09:38:00,47683.2,47687.4,47677.9,47681.15,0
